userid	itemid_history	pos_target_index	itemid_candidate
268312	[269599, 512530, 586989, 491859, 655197]	1	[901745, 240858, 407, 456572, 1077937]
989799	[1100942, 328496, 772055, 102723, 664803]	2	[453107, 269929, 324577, 634722, 277628]
792850	[602032, 790726, 342886, 190124, 225489]	4	[780209, 573866, 812531, 600212, 482488]
1179564	[491903, 774648, 582076, 1039262, 442077]	4	[1103605, 1075809, 515255, 655226, 492316]
1368098	[564099, 474324, 883290, 861424, 748136]	4	[564127, 410646, 1089689, 225029, 852938]
748057	[312771, 810170, 779211, 176353, 653716]	1	[246487, 102723, 169, 515310, 1078026]
1373858	[779211, 709977, 809666, 2529, 324577]	0	[516588, 248342, 512239, 797016, 176737]
892443	[565982, 741469, 283111, 510968, 31455]	3	[1057545, 203026, 811923, 331296, 274846]
819835	[476620, 779745, 408615, 434528, 639120]	1	[816483, 302652, 611816, 1114590, 827673]
1344137	[212168, 600911, 216262, 512261, 734801]	3	[461834, 1051175, 72156, 364925, 194579]
1115193	[608532, 148257, 819545, 812708, 930511]	4	[1098216, 972209, 338167, 14864, 843815]
1195821	[220675, 1053578, 228546, 820396, 1100319]	3	[614280, 1057545, 552524, 512304, 521340]
548346	[809208, 600452, 878433, 244976, 878435]	4	[263668, 627297, 696406, 254939, 524496]
1011312	[601850, 176411, 864035, 516125, 1103355]	3	[67992, 1021656, 1059686, 630993, 10920]
596735	[1029168, 1101305, 67604, 221093, 820946]	0	[959949, 815394, 1031994, 381975, 175818]
60102	[512261, 212538, 459551, 758085, 1093605]	2	[863666, 879278, 622964, 276033, 277940]
723821	[563184, 905629, 65413, 246599, 468908]	2	[214948, 627227, 1043894, 673636, 410646]
1026312	[862101, 957, 600058, 812338, 998017]	0	[335325, 149195, 755177, 212131, 922943]
856403	[809666, 324577, 810170, 732927, 165972]	0	[258191, 1115794, 1050715, 731241, 1078053]
421390	[317490, 864078, 811624, 212938, 634845]	3	[515214, 686208, 837446, 1074108, 1055915]
200943	[33776, 253486, 1051951, 545600, 14693]	4	[216, 580332, 64014, 932584, 187552]
839835	[65413, 905629, 246599, 386410, 616523]	2	[253214, 1098943, 246306, 820409, 453107]
1329895	[584241, 396326, 512684, 1054653, 300745]	3	[206, 979379, 765094, 1034067, 1078745]
979757	[102723, 2529, 1015485, 809666, 653716]	0	[760390, 67992, 68387, 932123, 554639]
929842	[1032353, 889499, 272504, 812529, 328408]	3	[1060513, 211775, 771733, 608556, 758535]
1167110	[1103912, 511687, 654217, 1053373, 218261]	1	[212093, 784863, 873478, 884053, 192686]
96556	[241896, 780646, 148906, 15592, 812542]	2	[948929, 281243, 928071, 741664, 768139]
478679	[216262, 1105947, 92297, 900787, 28452]	3	[485183, 516893, 1025593, 874549, 547357]
144466	[95535, 697788, 23302, 863547, 67025]	0	[1113991, 1102097, 778364, 43196, 631626]
1010562	[505111, 67604, 520751, 1101305, 600728]	2	[444284, 254939, 820945, 255602, 837762]
690068	[11623, 810885, 246487, 451071, 576761]	4	[240858, 535633, 743991, 463233, 246613]
155709	[758012, 195657, 214934, 263082, 710877]	0	[338502, 931492, 1074108, 1016093, 639512]
1325605	[468405, 809747, 883290, 1075646, 1042802]	1	[44855, 251060, 216242, 905761, 263714]
1126110	[868389, 1055927, 1106755, 515235, 411290]	4	[698373, 775048, 815292, 311565, 455348]
830146	[33047, 212129, 928071, 780646, 241896]	1	[909816, 811956, 825146, 636190, 512682]
261238	[779211, 734043, 2529, 809666, 732927]	1	[370918, 709977, 846883, 639690, 582464]
136325	[221093, 300648, 900470, 1051714, 900449]	3	[633232, 802056, 781089, 600728, 900787]
1329043	[188362, 1106916, 577113, 584623, 1106755]	1	[952052, 815857, 465067, 884686, 774063]
1294553	[439411, 811977, 459551, 216262, 844]	1	[631494, 580942, 780186, 597760, 561710]
478390	[812531, 1053255, 396326, 512684, 212089]	4	[1051950, 596804, 331982, 11692, 175442]
668958	[920065, 1100153, 110944, 900786, 1078257]	2	[29704, 910545, 686804, 516893, 144287]
423648	[802901, 900299, 654217, 652233, 1103912]	0	[1053373, 949959, 300018, 13869, 529397]
448031	[578527, 300892, 1105947, 212168, 512261]	3	[519706, 1051680, 788488, 312176, 818946]
700038	[918899, 811946, 315191, 448641, 608464]	1	[215588, 212131, 810885, 864520, 1100239]
1382458	[329491, 921557, 1102913, 8400, 611960]	3	[922943, 820229, 815857, 774080, 444284]
829533	[600653, 867261, 900452, 635, 812123]	4	[809208, 511957, 808354, 519702, 300628]
632870	[520659, 578862, 947677, 600528, 551465]	0	[328408, 480092, 39053, 638922, 286321]
910389	[281010, 443335, 900397, 515936, 215189]	1	[616139, 803154, 67649, 629604, 11692]
290167	[778364, 343355, 900786, 686208, 1069130]	4	[157903, 1055776, 616139, 330378, 200635]
464411	[922943, 631466, 580874, 922894, 144635]	2	[1055901, 779749, 979478, 103076, 846743]
904559	[456464, 338502, 876748, 710877, 214934]	4	[1025593, 677387, 655197, 1036760, 220029]
1097364	[300441, 812431, 269683, 878433, 130816]	1	[601126, 283741, 582682, 561355, 876953]
1058539	[591, 587, 388754, 820229, 900452]	0	[900421, 790368, 580428, 600442, 254426]
346103	[286504, 666835, 1055835, 1012931, 596804]	0	[900302, 1100942, 511157, 877343, 265666]
847043	[62246, 342941, 189599, 881717, 502743]	4	[263942, 1056584, 348009, 1029168, 138900]
445746	[286321, 391770, 951925, 215490, 330320]	4	[72156, 54180, 874626, 812708, 798626]
695950	[373154, 600656, 638609, 926388, 468322]	4	[254426, 825066, 547649, 11160, 215046]
228836	[1078053, 846247, 741664, 234872, 1088803]	1	[564796, 130364, 198066, 215413, 30502]
403001	[734801, 900787, 439411, 886822, 261441]	2	[1106440, 535633, 748673, 1098943, 315152]
246284	[1102814, 1043894, 843429, 814750, 905629]	4	[249595, 362522, 862393, 300441, 180401]
1400545	[611312, 567681, 788488, 462473, 567542]	1	[248342, 191591, 900568, 750071, 34975]
836516	[1078126, 263082, 214934, 1010894, 1056696]	3	[1115606, 979062, 842288, 1105835, 94249]
1098671	[83830, 582682, 24666, 815290, 1066648]	2	[885622, 39412, 579377, 812529, 739798]
1081971	[515235, 334488, 1078749, 430390, 349820]	0	[815857, 816257, 638922, 812858, 846116]
1110340	[812558, 967616, 343293, 638902, 779749]	3	[375790, 465067, 1102432, 525356, 842306]
433092	[864447, 863547, 852994, 209212, 788041]	3	[215341, 330241, 809358, 615722, 563867]
866892	[334488, 349820, 1055789, 815857, 455348]	4	[458151, 441811, 878435, 900495, 515291]
745169	[681368, 565982, 631293, 741469, 529397]	3	[634845, 584241, 215515, 510970, 173028]
215366	[203026, 441774, 1061262, 485531, 819540]	3	[867631, 187552, 624389, 541652, 26623]
643985	[512322, 811956, 148906, 812550, 212129]	4	[176412, 778939, 405662, 812590, 335414]
724377	[1090965, 11623, 246599, 130364, 187358]	1	[900432, 180401, 185113, 300614, 357602]
386545	[375863, 490181, 741491, 61815, 886911]	1	[154401, 297726, 757475, 458151, 878177]
267517	[1103605, 635, 812123, 300628, 230016]	2	[215245, 276033, 600653, 456348, 919900]
86933	[1055351, 516119, 883415, 515732, 172449]	0	[860496, 812559, 180947, 215245, 811760]
707136	[515212, 635382, 264349, 751656, 584169]	4	[212131, 552524, 600452, 468840, 515830]
702772	[300581, 900409, 867261, 1103605, 844547]	1	[407928, 300628, 212191, 922943, 300614]
240788	[439847, 506865, 284510, 1077937, 864089]	3	[634722, 481375, 1056618, 1061158, 196603]
1309478	[442087, 460762, 198720, 323567, 313999]	1	[812529, 760649, 1045659, 586513, 276033]
972223	[81144, 373102, 198558, 342941, 247250]	0	[264263, 541861, 794153, 1074188, 452663]
928801	[819545, 930511, 651618, 176412, 519223]	2	[900349, 741491, 491881, 516588, 550180]
761475	[486876, 1078047, 846227, 265666, 850337]	3	[1055789, 638902, 300445, 511957, 565890]
1088778	[1061158, 642706, 886133, 864089, 138900]	4	[25827, 246599, 929615, 547886, 451377]
168529	[919389, 1032353, 512686, 314425, 272504]	1	[239630, 601021, 803154, 317428, 94249]
841938	[241896, 148906, 811969, 811956, 812542]	3	[869398, 677387, 16227, 816295, 263942]
181116	[209532, 771770, 317490, 459806, 276033]	3	[339725, 1053292, 587, 1078053, 947648]
1697	[212415, 601021, 512686, 272504, 812531]	2	[1045659, 506865, 314425, 466280, 286408]
1080768	[317573, 176516, 825066, 852938, 758535]	1	[512686, 314069, 812529, 779211, 212107]
1137660	[314425, 272504, 1053248, 995495, 233756]	0	[601021, 1056620, 710320, 811956, 627654]
1353338	[456571, 1059686, 220735, 1053578, 158430]	3	[281243, 194899, 774080, 198972, 674304]
1170600	[24666, 887336, 1066648, 520559, 515255]	3	[144287, 523176, 547649, 83830, 710320]
887386	[810885, 514116, 547649, 246597, 159979]	1	[459551, 576761, 1106916, 794690, 868946]
12393	[846134, 246487, 810885, 803853, 10312]	0	[741664, 1051924, 922894, 655197, 215054]
136300	[254939, 542850, 547360, 751657, 34984]	0	[558450, 782692, 696406, 846955, 410254]
1439869	[365727, 843123, 372747, 1044037, 614541]	0	[1043592, 151457, 274631, 837446, 354224]
1467940	[910646, 334412, 684720, 582802, 300427]	3	[212538, 133432, 663174, 214329, 198970]
763298	[579377, 254426, 243608, 81148, 639172]	2	[615224, 1037598, 336125, 554639, 850337]
961550	[33776, 315152, 253214, 1051951, 1051175]	0	[788036, 33004, 760390, 1054196, 216242]
729058	[635382, 515212, 919090, 775381, 300081]	4	[1055350, 819918, 173659, 464274, 1106440]
227761	[579377, 887336, 81148, 909982, 83830]	0	[381453, 1105710, 503608, 200635, 171400]
1406804	[805616, 1050985, 95535, 837446, 280705]	0	[636190, 324510, 876735, 710320, 812558]
324248	[772055, 328496, 165972, 653716, 102723]	4	[686804, 534215, 522256, 262187, 74235]
985081	[234841, 979062, 327992, 1062817, 242605]	4	[462473, 1007570, 516497, 481375, 506200]
459205	[541829, 180918, 547190, 846883, 846882]	0	[846411, 282222, 2262, 565974, 1051175]
555702	[755177, 699316, 1078126, 220029, 492214]	2	[487957, 1102432, 1031994, 587, 278641]
782693	[846411, 248109, 269560, 846883, 846882]	0	[843964, 1050685, 811914, 191591, 249595]
903906	[910303, 99826, 439241, 297651, 909950]	0	[794690, 29784, 812592, 822171, 586989]
296500	[463233, 203472, 1077937, 775298, 631881]	0	[247250, 874549, 811969, 863547, 1065407]
1060695	[529397, 480586, 510968, 631293, 1038468]	2	[151828, 708175, 142784, 180401, 784445]
525221	[251060, 1075646, 474324, 314069, 564099]	4	[1051924, 863547, 900089, 35090, 317573]
220721	[187358, 843429, 460224, 246235, 209532]	0	[10312, 520751, 630252, 92297, 843123]
840493	[311420, 516498, 1057696, 578721, 900240]	3	[31455, 1053578, 810885, 1057685, 312176]
922487	[747499, 253916, 81133, 564150, 81013]	2	[844, 659188, 780304, 578721, 178350]
1009437	[409945, 583917, 300901, 808828, 842306]	1	[910303, 503760, 285437, 17547, 278641]
919110	[846883, 512914, 458151, 1078191, 180918]	3	[208466, 198066, 328408, 564162, 274023]
1152989	[1039978, 185289, 31575, 462786, 1055024]	2	[149195, 975743, 1037598, 541861, 251060]
818372	[345660, 24666, 287179, 515255, 243608]	4	[799769, 635382, 233756, 1050985, 215280]
1278141	[13927, 523176, 603442, 878403, 8400]	0	[553774, 639227, 332623, 846955, 674322]
1393778	[584171, 816257, 282616, 900089, 746535]	3	[210438, 768205, 498751, 335327, 10920]
506246	[1051950, 328143, 1051174, 868946, 564099]	1	[194579, 809502, 335118, 430390, 753248]
287161	[1030222, 1058326, 520081, 1041406, 476620]	4	[375589, 458151, 546398, 1051951, 779745]
430518	[564154, 879702, 516497, 216575, 263714]	1	[820952, 491762, 180046, 768205, 964825]
1224746	[258191, 1015485, 165972, 328496, 2529]	1	[900456, 751642, 944821, 481205, 219923]
1076981	[451071, 14864, 246597, 246235, 246613]	1	[811921, 1088803, 1036760, 233756, 1090965]
265749	[582076, 924867, 774648, 265336, 491911]	2	[543658, 1078047, 573866, 216701, 333399]
236402	[910927, 543715, 300081, 751656, 1106440]	0	[212191, 630993, 882344, 217597, 490430]
552536	[863649, 716, 952052, 673636, 293945]	4	[470040, 212938, 144683, 948929, 28222]
824845	[1102992, 297726, 638922, 741491, 469817]	3	[640492, 189150, 185111, 1022919, 215280]
16745	[543622, 180239, 920093, 574973, 365727]	1	[453107, 372747, 635, 11160, 192686]
812056	[1050985, 280705, 697788, 39412, 788041]	2	[898322, 550180, 381975, 600094, 264349]
905068	[514116, 741664, 187358, 1094348, 843429]	1	[596846, 180401, 263714, 879702, 967584]
1162090	[1058329, 266780, 509970, 764432, 456347]	3	[811927, 578049, 322962, 930511, 134765]
1366388	[13313, 889499, 932584, 812529, 272504]	3	[1038512, 580159, 331296, 812531, 178350]
1251573	[811923, 212093, 812530, 338167, 212089]	3	[844543, 190678, 1059714, 264067, 234841]
1143724	[1030222, 519225, 779745, 520081, 519708]	4	[212129, 448577, 1086922, 1029591, 434528]
1257687	[190124, 484445, 979062, 182108, 234841]	1	[195657, 327992, 583185, 757463, 600548]
1098855	[1053578, 560486, 550, 282716, 534768]	4	[815255, 1057545, 906229, 448641, 1075531]
869431	[182108, 602032, 281243, 327992, 33004]	4	[1106755, 1091811, 448577, 655197, 242605]
1450842	[957464, 815857, 565890, 349820, 455348]	0	[577113, 900240, 307034, 887338, 269683]
1069214	[741492, 68387, 582368, 211775, 775048]	2	[843369, 820983, 741491, 103076, 657326]
1099559	[327246, 1059686, 220315, 220675, 456571]	3	[1080177, 485183, 8315, 473680, 217810]
537882	[799036, 313999, 442087, 57871, 354231]	0	[99114, 218915, 75639, 441774, 626709]
449347	[1041394, 249544, 541652, 794976, 741493]	1	[2529, 219291, 273258, 1014434, 638641]
233082	[190167, 653716, 967584, 2529, 1100942]	3	[1062464, 790368, 677387, 328496, 300628]
984184	[760154, 601021, 496169, 272504, 13313]	4	[886911, 681, 458831, 1016093, 812530]
1018994	[237549, 597821, 212131, 850288, 180741]	3	[327246, 1032351, 151457, 807, 30641]
1444525	[302652, 639120, 1030222, 519225, 470040]	4	[763159, 880090, 817354, 103198, 434528]
137020	[439241, 577644, 910303, 44855, 276785]	1	[707528, 877696, 136927, 373154, 2637]
1110607	[327307, 300850, 812550, 812542, 512322]	0	[582230, 876735, 29784, 102687, 1062822]
194896	[212233, 616560, 248664, 792654, 265667]	4	[873473, 220815, 627760, 1001363, 816814]
1272938	[584623, 565890, 515291, 215327, 1012934]	4	[1101709, 1044731, 822171, 446185, 430390]
1193722	[812123, 1076994, 900421, 1059767, 587]	1	[616560, 844547, 552524, 219291, 978961]
542359	[639688, 916657, 600461, 813176, 300427]	4	[874933, 808358, 1080871, 300648, 1052635]
914295	[600058, 300018, 283948, 196603, 251966]	2	[846743, 748136, 627377, 541652, 505811]
4743	[803853, 246597, 846116, 675598, 246498]	2	[811998, 657988, 149195, 331212, 755177]
210514	[644193, 771783, 792654, 28832, 348009]	4	[600728, 780186, 31496, 977701, 744864]
1368345	[862393, 215189, 803154, 613844, 1059714]	2	[846871, 921557, 580159, 31455, 979478]
1306413	[887337, 151832, 465067, 657326, 64014]	1	[627550, 887338, 197452, 1062860, 246794]
1365537	[15, 81144, 886133, 1030168, 775298]	2	[300018, 212244, 502743, 815290, 790368]
1261298	[908618, 373102, 881717, 886133, 203472]	1	[630261, 775298, 600525, 1054653, 297546]
1444361	[314069, 564099, 809502, 758535, 468405]	0	[251060, 26623, 846955, 629253, 811969]
693755	[484445, 452458, 242605, 228346, 33004]	2	[752580, 492214, 13797, 638609, 772185]
1034565	[13313, 314425, 812529, 237778, 1032353]	1	[843369, 512686, 561710, 1101366, 580942]
1404760	[195657, 710877, 282204, 246794, 492214]	0	[755177, 884995, 31350, 338846, 900470]
480230	[815255, 951756, 869398, 809521, 217709]	1	[790368, 215341, 1050715, 272965, 346699]
248812	[1059851, 435097, 72156, 1014661, 300699]	1	[267978, 1059863, 6470, 300767, 28050]
1110432	[142784, 31496, 381426, 681368, 739798]	2	[1078053, 300018, 27726, 1009900, 775381]
1012325	[148525, 878177, 1093605, 1011077, 670320]	0	[812559, 872587, 1057401, 824269, 300882]
989787	[587274, 584171, 111696, 169, 816257]	1	[455348, 141, 1055789, 328496, 335118]
394554	[111696, 169, 282616, 330553, 816257]	0	[849875, 214948, 580874, 8667, 567542]
350728	[900447, 1098216, 900463, 794280, 300648]	2	[768139, 448577, 600728, 1055351, 317343]
787228	[228322, 375790, 481205, 625232, 11892]	4	[362522, 13313, 331296, 901276, 616139]
919469	[820396, 381854, 900349, 844543, 900355]	1	[28763, 520623, 212155, 1062464, 468322]
1309992	[148525, 734801, 900787, 812559, 439411]	2	[103076, 1057685, 364925, 978961, 600341]
556678	[245535, 1058329, 173628, 509970, 819545]	3	[908618, 930511, 920093, 597760, 130263]
1347009	[1078745, 64014, 887337, 1062685, 633627]	1	[753248, 584459, 558450, 1039288, 158832]
958267	[134765, 284579, 302922, 1061262, 794976]	3	[710187, 1008012, 13948, 1115793, 753248]
1073459	[276785, 910303, 512733, 997576, 669178]	2	[947677, 811915, 212175, 335118, 630311]
1273951	[10312, 846116, 246599, 24960, 616523]	3	[812431, 29704, 1009900, 504661, 1029591]
223254	[872587, 616139, 458693, 11892, 487957]	4	[300712, 975743, 580942, 901871, 375790]
151207	[95122, 881717, 642706, 189599, 247250]	4	[775679, 600528, 245535, 770181, 463233]
1180965	[373102, 547357, 317343, 463233, 642706]	4	[979379, 67649, 34577, 996746, 498800]
861061	[217760, 215230, 809521, 515214, 951756]	0	[815257, 1115794, 516588, 187674, 1061158]
1187118	[846411, 846883, 910917, 248664, 180918]	4	[815394, 1029168, 287234, 1052077, 771783]
931336	[1055927, 349820, 273258, 515235, 180402]	2	[600651, 934248, 1106755, 158832, 1062109]
379817	[273258, 515235, 929615, 515291, 215515]	1	[812550, 349820, 515420, 243160, 177077]
731380	[1103605, 900432, 900452, 635, 165147]	3	[460762, 1045659, 825066, 300581, 202370]
86625	[187750, 1059771, 1101305, 600728, 221093]	2	[223992, 882491, 757475, 250099, 225489]
1330357	[819004, 638922, 79368, 1022919, 582368]	1	[106529, 75639, 263406, 327006, 779749]
1038614	[565982, 283111, 741469, 529397, 26815]	2	[900089, 14864, 27726, 879350, 1039978]
982941	[625232, 11892, 553779, 487957, 481205]	4	[300581, 811969, 565890, 1046487, 616139]
522137	[1102913, 921557, 611960, 329491, 603442]	3	[601126, 211775, 654217, 220248, 900452]
1058985	[435097, 820983, 407928, 1014661, 869925]	2	[277204, 187674, 1059851, 652233, 86252]
1180414	[1029168, 1098216, 900470, 600644, 221093]	4	[41134, 86252, 11692, 846247, 959949]
1323470	[878177, 28452, 900631, 300882, 312176]	1	[576761, 812559, 511157, 388754, 710877]
539251	[1055901, 354225, 286504, 815806, 1064822]	4	[216262, 474324, 1092029, 1011077, 666835]
712956	[328496, 312771, 760390, 516588, 258192]	2	[1055789, 178100, 550465, 67649, 1041639]
598394	[482488, 225489, 281243, 1062817, 482486]	1	[1053578, 234841, 258192, 600566, 460762]
998309	[873034, 516859, 214934, 699316, 456464]	3	[901871, 212089, 741664, 220029, 910303]
46871	[1057685, 216469, 516993, 311420, 516498]	2	[195570, 1058326, 578721, 461834, 188681]
1171503	[600548, 300527, 220315, 550, 158430]	4	[286408, 338167, 400532, 136927, 198972]
1309080	[407, 106338, 300441, 600452, 516581]	0	[269683, 1020394, 228322, 381815, 328712]
1176556	[519694, 224729, 819540, 741493, 485531]	1	[468937, 203026, 451377, 972209, 1088803]
1246851	[263082, 282204, 1056696, 246794, 1031994]	1	[764118, 216242, 497021, 707528, 919384]
1396347	[808643, 1093367, 802060, 568048, 576005]	3	[716, 811760, 27726, 179009, 821010]
453857	[900341, 817727, 381854, 520678, 820409]	4	[473680, 846187, 816483, 906232, 198972]
1155634	[331435, 922943, 446185, 547886, 1056696]	0	[282204, 705333, 381975, 168302, 331179]
1034446	[459551, 300882, 216262, 1011077, 148525]	4	[64014, 819585, 822171, 1036760, 601126]
1444851	[627377, 802921, 196603, 300018, 381969]	1	[638902, 998017, 98665, 1098488, 563045]
1211085	[300667, 681, 435097, 1059851, 250099]	1	[580428, 72156, 906232, 661007, 365727]
1163178	[1086922, 1115793, 134765, 331101, 900797]	4	[629604, 262193, 1064822, 1059026, 794976]
1227769	[1037692, 817379, 780209, 789565, 919522]	1	[600911, 636233, 220675, 896151, 469814]
777799	[282204, 1056696, 755177, 246794, 216242]	4	[1037692, 453107, 164252, 809564, 176737]
479885	[639756, 649877, 1089868, 1098943, 265666]	1	[1107344, 846187, 553779, 930024, 1055901]
368132	[482488, 225489, 342886, 33004, 234841]	2	[246613, 900786, 182108, 220675, 269929]
967589	[884053, 300667, 489490, 260151, 1014661]	2	[244976, 212538, 681, 809564, 246599]
839206	[1010894, 246794, 282204, 1031994, 216242]	4	[817379, 225225, 600656, 883415, 214934]
1008966	[300640, 1014189, 276919, 916686, 916630]	4	[253986, 331453, 214934, 995495, 753197]
583871	[8307, 308539, 11870, 790368, 663174]	3	[1059026, 1008634, 503608, 628493, 916657]
610188	[168302, 746936, 29704, 468405, 1075646]	2	[670320, 901745, 474324, 138900, 844543]
524901	[498800, 62246, 81144, 264263, 642706]	4	[852127, 301010, 789311, 543715, 95122]
298240	[763060, 166121, 926388, 638609, 1105710]	3	[2516, 263714, 372464, 215046, 273258]
1166736	[473680, 481, 198972, 456571, 220735]	0	[1004194, 889499, 886822, 906225, 909950]
496108	[15355, 900089, 282616, 330553, 746535]	0	[896151, 910542, 157191, 459551, 264227]
308041	[194579, 819540, 519694, 284579, 203026]	4	[876735, 945809, 931953, 158798, 485531]
215187	[1042802, 883290, 474324, 748136, 314069]	4	[491886, 479978, 342752, 640492, 328143]
1197197	[134765, 1041394, 794976, 1086922, 249544]	2	[496156, 923378, 1061262, 515829, 1098943]
564326	[362522, 300767, 328408, 264067, 338167]	3	[562150, 214948, 716, 616962, 13893]
771605	[746535, 1102097, 335327, 896151, 849875]	4	[802921, 300767, 900394, 611960, 15355]
149641	[218261, 784863, 1053373, 878452, 807810]	2	[24591, 215341, 173049, 277204, 651618]
1431902	[246872, 1078191, 846883, 458151, 248664]	2	[534215, 1016093, 843964, 269560, 1053292]
1289144	[486876, 277204, 851436, 649877, 863666]	0	[639736, 657988, 1077937, 731241, 846871]
1040869	[334412, 214329, 684720, 639688, 910646]	3	[168247, 218261, 86292, 453107, 215515]
1282913	[550065, 819540, 393245, 661314, 794954]	2	[837762, 300581, 614010, 342886, 411290]
790888	[541829, 248109, 269560, 843964, 846882]	0	[348009, 622827, 814750, 852127, 852127]
747868	[807, 300809, 212105, 850288, 515310]	2	[662086, 1050715, 212107, 496109, 34975]
393136	[819708, 576005, 268116, 42838, 179009]	4	[1093605, 1103262, 300712, 625636, 802060]
39346	[177077, 784863, 16225, 652233, 1062109]	3	[1052996, 631496, 1059686, 802901, 515329]
395528	[636190, 209212, 837446, 171400, 554639]	3	[1061156, 768508, 212155, 1113991, 173659]
1246650	[322962, 768684, 586989, 1094442, 534215]	0	[557931, 2224, 325979, 130364, 297726]
30776	[630239, 223992, 277001, 1086009, 30448]	4	[639273, 30641, 905629, 165147, 608436]
305536	[210438, 1062822, 173628, 519223, 516883]	1	[716, 245535, 558261, 809564, 861961]
478099	[580942, 874549, 614234, 512261, 92297]	0	[900787, 886911, 771783, 190167, 515291]
919562	[849603, 327307, 490211, 812550, 148906]	0	[811972, 850288, 855139, 254426, 565961]
678406	[246613, 616523, 10312, 15520, 209532]	0	[246235, 262637, 884995, 522072, 812531]
229515	[492359, 511437, 144683, 505114, 865358]	4	[282616, 512304, 561249, 460224, 513529]
1386391	[1039288, 459806, 675598, 546398, 10312]	1	[102723, 741664, 922876, 15520, 921073]
1252665	[13313, 512686, 149330, 959911, 233756]	4	[67604, 900397, 820898, 81144, 237778]
523805	[1030222, 519225, 302652, 1101709, 639120]	0	[408615, 312771, 511957, 258191, 997576]
1243291	[468322, 338512, 391368, 919538, 763060]	2	[1043466, 176412, 163289, 468908, 696406]
226681	[772055, 809666, 1100942, 258191, 653716]	1	[900341, 328496, 220029, 1101307, 108205]
562722	[300527, 198972, 388753, 925494, 220735]	4	[142784, 164753, 216215, 816453, 947677]
1037224	[811915, 512684, 1053255, 900568, 979379]	4	[614538, 1070867, 217709, 959911, 314425]
523342	[541829, 1078191, 846882, 771783, 910917]	3	[203472, 456347, 151184, 269560, 900513]
179531	[815857, 215515, 430390, 334488, 349820]	2	[462786, 803853, 1106755, 95122, 1025307]
232076	[146944, 481, 560486, 820409, 583939]	1	[187750, 327246, 701147, 652233, 600566]
1287770	[851436, 780186, 639736, 1098943, 251002]	1	[447919, 1089868, 807810, 159979, 741664]
449271	[435097, 869925, 178350, 407928, 681]	0	[1059851, 83830, 262637, 563095, 796478]
307722	[410254, 819544, 224729, 495160, 661314]	0	[1061262, 706325, 820898, 910509, 662334]
1346272	[820409, 1100319, 388753, 220315, 520678]	0	[198972, 543622, 1039978, 216509, 809746]
547448	[1054653, 880231, 616962, 496169, 272504]	0	[362522, 631496, 600366, 564796, 1069130]
211365	[317428, 616560, 846871, 910917, 846411]	3	[895783, 176516, 917827, 458151, 683926]
1370259	[919389, 760154, 512686, 314425, 13313]	3	[1045659, 334412, 684720, 362522, 780186]
1198996	[563184, 864078, 187358, 196188, 1088803]	2	[520081, 410253, 522256, 78133, 626718]
1195968	[1021656, 1115793, 794976, 1041394, 819544]	0	[134765, 562150, 815257, 811927, 176516]
1034905	[142784, 681368, 681360, 381426, 67992]	1	[817354, 739798, 212131, 551465, 771770]
59032	[878435, 516581, 26623, 505811, 812431]	3	[220816, 600911, 1026004, 878433, 74235]
1279061	[141, 282616, 746535, 335327, 330553]	2	[99826, 490181, 15355, 963480, 580159]
106010	[601850, 222798, 600649, 349882, 39053]	0	[1103355, 275173, 916657, 632017, 812338]
1439984	[180239, 1091035, 543622, 920093, 106553]	3	[874549, 651618, 300895, 365727, 815806]
1124416	[67649, 860877, 931953, 1011066, 977701]	4	[330378, 706325, 462473, 1103350, 601126]
209394	[479978, 215280, 287179, 579377, 24666]	2	[394727, 296225, 815290, 16225, 1041638]
769	[272504, 1061408, 551465, 1054653, 584241]	1	[331173, 1032353, 1059771, 739798, 188681]
1220226	[820396, 844543, 473680, 534768, 600548]	2	[662086, 200050, 600525, 317428, 264344]
121225	[1101307, 460762, 92297, 670320, 1105947]	4	[13869, 768684, 578721, 741780, 331504]
499197	[701195, 542850, 279574, 751657, 1069131]	0	[254939, 790368, 562821, 24591, 1078745]
760901	[282716, 520678, 863657, 1053578, 460]	0	[146944, 313704, 850643, 263668, 1011077]
1079560	[519225, 470040, 639120, 434528, 302652]	2	[151832, 900452, 408615, 334488, 600616]
1156671	[1054196, 1014189, 561197, 863946, 900513]	4	[282222, 297651, 805616, 827673, 916686]
979475	[506865, 138900, 498800, 439847, 1077937]	4	[1055024, 287179, 106529, 224729, 284510]
1225464	[815290, 336125, 479978, 520559, 887336]	0	[215280, 391770, 607662, 1078749, 627227]
633675	[149195, 246499, 11623, 209532, 803853]	3	[1008188, 760649, 778364, 246306, 655197]
1257277	[878433, 106338, 269683, 812431, 822171]	4	[491886, 159979, 496169, 328143, 876735]
958657	[900452, 300581, 635, 600653, 900409]	0	[820229, 1105947, 510970, 975380, 164753]
989238	[613, 349882, 39053, 516125, 600649]	2	[792676, 465212, 1103355, 812431, 1043894]
973654	[600058, 802921, 25820, 812338, 251966]	0	[862101, 878433, 608947, 300445, 328712]
1458320	[211775, 469817, 297726, 818999, 899195]	4	[491760, 639512, 1102814, 264067, 485183]
880613	[509713, 615224, 33776, 281442, 187552]	4	[784445, 803154, 627550, 710187, 307780]
42591	[810170, 779211, 734043, 709977, 176353]	0	[328496, 1044573, 468405, 13452, 627008]
